"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QFDPD";"QFDPM";"QFDPG";"QPPP";"DFDDo";"DFDM";"DFDG";"FCDo"
"3167";"42002010020P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";11;14;13;26;0,423076923076923;0,538461538461538;0,5;0,487179487179487
"3168";"42002010023P9";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";11;7;9;23;0,478260869565217;0,304347826086957;0,391304347826087;0,391304347826087
"3169";"42002010025P1";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";10;7;4;19;0,526315789473684;0,368421052631579;0,210526315789474;0,368421052631579
"3170";"42002010026P8";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";11;8;3;18;0,611111111111111;0,444444444444444;0,166666666666667;0,407407407407407
"3171";"42002010027P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"5";7;5;2;14;0,5;0,357142857142857;0,142857142857143;0,333333333333333
"3172";"42002010029P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";10;10;14;21;0,476190476190476;0,476190476190476;0,666666666666667;0,53968253968254
"3173";"42002010030P5";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";6;5;7;21;0,285714285714286;0,238095238095238;0,333333333333333;0,285714285714286
"3174";"42002010031P1";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";8;12;10;16;0,5;0,75;0,625;0,625
"3175";"42002010032P8";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";11;13;16;31;0,354838709677419;0,419354838709677;0,516129032258065;0,43010752688172
"3176";"42002010033P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";15;12;14;15;1;0,8;0,933333333333333;0,911111111111111
"3177";"42002010034P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";3;2;2;14;0,214285714285714;0,142857142857143;0,142857142857143;0,166666666666667
"3178";"42002010035P7";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";2;4;2;17;0,117647058823529;0,235294117647059;0,117647058823529;0,156862745098039
"3179";"42002010036P3";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";13;8;10;35;0,371428571428571;0,228571428571429;0,285714285714286;0,295238095238095
"3180";"42002010037P0";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";9;7;8;11;0,818181818181818;0,636363636363636;0,727272727272727;0,727272727272727
"3181";"42002010038P6";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";7;7;5;13;0,538461538461538;0,538461538461538;0,384615384615385;0,487179487179487
"3182";"42002010040P0";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";7;5;5;15;0,466666666666667;0,333333333333333;0,333333333333333;0,377777777777778
"3183";"42002010041P7";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";7;9;12;18;0,388888888888889;0,5;0,666666666666667;0,518518518518518
"3184";"42002010042P3";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";8;7;2;25;0,32;0,28;0,08;0,226666666666667
"3185";"42002010046P9";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";4;5;2;11;0,363636363636364;0,454545454545455;0,181818181818182;0,333333333333333
"3186";"42002010047P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";8;8;7;13;0,615384615384615;0,615384615384615;0,538461538461538;0,58974358974359
"3187";"42002010048P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";7;6;4;13;0,538461538461538;0,461538461538462;0,307692307692308;0,435897435897436
"3188";"42002010049P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";15;10;9;18;0,833333333333333;0,555555555555556;0,5;0,62962962962963
"3189";"42002010050P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";7;9;12;22;0,318181818181818;0,409090909090909;0,545454545454545;0,424242424242424
"3190";"42002010051P2";"HISTÓRIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";7;3;6;16;0,4375;0,1875;0,375;0,333333333333333
"3191";"42002010052P9";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";7;6;4;13;0,538461538461538;0,461538461538462;0,307692307692308;0,435897435897436
"3192";"42002010053P5";"ECONOMIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";7;8;6;11;0,636363636363636;0,727272727272727;0,545454545454545;0,636363636363636
"3193";"42002010054P1";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";7;8;3;14;0,5;0,571428571428571;0,214285714285714;0,428571428571429
"3194";"42002010055P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";11;11;11;12;0,916666666666667;0,916666666666667;0,916666666666667;0,916666666666667
"3195";"42002010057P0";"DIREITO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";3;3;4;13;0,230769230769231;0,230769230769231;0,307692307692308;0,256410256410256
"3196";"42002010058P7";"ENSINO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";7;5;4;15;0,466666666666667;0,333333333333333;0,266666666666667;0,355555555555556
"3197";"42002010059P3";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";13;12;8;18;0,722222222222222;0,666666666666667;0,444444444444444;0,611111111111111
"3198";"42002010157P5";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";9;9;4;12;0,75;0,75;0,333333333333333;0,611111111111111
"3199";"42002010158P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";7;8;10;12;0,583333333333333;0,666666666666667;0,833333333333333;0,694444444444445
"3200";"42002010159P8";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";1;5;6;19;0,0526315789473684;0,263157894736842;0,315789473684211;0,210526315789474
"3201";"42002010160P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";9;10;7;16;0,5625;0,625;0,4375;0,541666666666667
"3202";"42002010161P2";NA;NA;NA;NA;NA;NA;7;7;5;13;0,538461538461538;0,538461538461538;0,384615384615385;0,487179487179487
"3203";"42002010164P1";NA;NA;NA;NA;NA;NA;11;9;9;13;0,846153846153846;0,692307692307692;0,692307692307692;0,743589743589744
"3204";"42003016001P8";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"6";5;6;2;21;0,238095238095238;0,285714285714286;0,0952380952380952;0,206349206349206
"3205";"42003016007P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"4";11;5;6;16;0,6875;0,3125;0,375;0,458333333333333
"3206";"42003016008P2";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";1977;"ACADÊMICO";"5";12;6;2;22;0,545454545454545;0,272727272727273;0,0909090909090909;0,303030303030303
"3207";"42003016009P9";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";9;7;9;12;0,75;0,583333333333333;0,75;0,694444444444445
"3208";"42003016010P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";9;6;4;16;0,5625;0,375;0,25;0,395833333333333
"3209";"42003016011P3";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"7";7;10;13;18;0,388888888888889;0,555555555555556;0,722222222222222;0,555555555555555
"3210";"42003016014P2";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";9;7;22;29;0,310344827586207;0,241379310344828;0,758620689655172;0,436781609195402
"3211";"42003016016P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";4;10;4;14;0,285714285714286;0,714285714285714;0,285714285714286;0,428571428571429
"3212";"42003016017P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";7;4;4;11;0,636363636363636;0,363636363636364;0,363636363636364;0,454545454545455
"3213";"42003016018P8";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"5";8;6;4;19;0,421052631578947;0,315789473684211;0,210526315789474;0,315789473684211
"3214";"42003016019P4";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";4;3;2;10;0,4;0,3;0,2;0,3
"3215";"42003016020P2";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"6";11;12;11;20;0,55;0,6;0,55;0,566666666666667
"3216";"42003016022P5";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";11;8;6;17;0,647058823529412;0,470588235294118;0,352941176470588;0,490196078431373
"3217";"42003016023P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2000;"PROFISSIONAL";"4";3;7;4;10;0,3;0,7;0,4;0,466666666666667
"3218";"42003016024P8";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";6;10;11;13;0,461538461538462;0,769230769230769;0,846153846153846;0,692307692307692
"3219";"42003016025P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"5";10;9;5;16;0,625;0,5625;0,3125;0,5
"3220";"42003016026P0";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";6;3;4;19;0,315789473684211;0,157894736842105;0,210526315789474;0,228070175438596
"3221";"42003016027P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";12;11;12;18;0,666666666666667;0,611111111111111;0,666666666666667;0,648148148148148
"3222";"42003016028P3";"QUÍMICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";9;7;8;22;0,409090909090909;0,318181818181818;0,363636363636364;0,363636363636364
"3223";"42003016030P8";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";5;9;11;28;0,178571428571429;0,321428571428571;0,392857142857143;0,297619047619048
"3224";"42003016031P4";"FILOSOFIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";2;2;5;13;0,153846153846154;0,153846153846154;0,384615384615385;0,230769230769231
"3225";"42003016032P0";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";12;10;4;16;0,75;0,625;0,25;0,541666666666667
"3226";"42003016033P7";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";3;4;2;15;0,2;0,266666666666667;0,133333333333333;0,2
"3227";"42003016034P3";"ECONOMIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";3;3;6;10;0,3;0,3;0,6;0,4
"3228";"42003016035P0";"NUTRIÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";8;9;9;18;0,444444444444444;0,5;0,5;0,481481481481481
"3229";"42003016036P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";7;7;10;19;0,368421052631579;0,368421052631579;0,526315789473684;0,421052631578947
"3230";"42003016037P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";4;5;8;10;0,4;0,5;0,8;0,566666666666667
"3231";"42003016038P9";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";7;4;7;22;0,318181818181818;0,181818181818182;0,318181818181818;0,272727272727273
"3232";"42003016039P5";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";13;11;8;28;0,464285714285714;0,392857142857143;0,285714285714286;0,380952380952381
"3233";"42003016040P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";6;6;12;18;0,333333333333333;0,333333333333333;0,666666666666667;0,444444444444444
"3234";"42003016041P0";"MATERIAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";7;8;8;11;0,636363636363636;0,727272727272727;0,727272727272727;0,696969696969697
"3235";"42003016042P6";"ENSINO";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";7;6;9;15;0,466666666666667;0,4;0,6;0,488888888888889
"3236";"42003016043P2";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";6;6;6;13;0,461538461538462;0,461538461538462;0,461538461538462;0,461538461538462
"3237";"42003016044P9";"ARTES / MÚSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";8;9;14;14;0,571428571428571;0,642857142857143;1;0,738095238095238
"3238";"42003016045P5";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";6;4;5;16;0,375;0,25;0,3125;0,3125
"3239";"42003016046P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";7;5;5;11;0,636363636363636;0,454545454545455;0,454545454545455;0,515151515151515
"3240";"42003016047P8";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";3;3;6;11;0,272727272727273;0,272727272727273;0,545454545454545;0,363636363636364
"3241";"42003016048P4";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";5;5;5;9;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556
"3242";"42003016051P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";7;7;8;13;0,538461538461538;0,538461538461538;0,615384615384615;0,564102564102564
"3243";"42003016052P1";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";9;9;7;14;0,642857142857143;0,642857142857143;0,5;0,595238095238095
"3244";"42003016053P8";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";9;6;6;16;0,5625;0,375;0,375;0,4375
"3245";"42003016054P4";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";10;9;10;14;0,714285714285714;0,642857142857143;0,714285714285714;0,690476190476191
"3246";"42003016055P0";"ENSINO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";5;6;7;12;0,416666666666667;0,5;0,583333333333333;0,5
"3247";"42003016057P3";NA;NA;NA;NA;NA;NA;11;5;7;14;0,785714285714286;0,357142857142857;0,5;0,547619047619048
"3248";"42004012001P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"6";12;5;5;21;0,571428571428571;0,238095238095238;0,238095238095238;0,349206349206349
"3249";"42004012002P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";9;10;19;20;0,45;0,5;0,95;0,633333333333333
"3250";"42004012004P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";4;6;5;10;0,4;0,6;0,5;0,5
"3251";"42004012005P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"5";5;5;5;12;0,416666666666667;0,416666666666667;0,416666666666667;0,416666666666667
"3252";"42004012007P2";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";11;10;8;20;0,55;0,5;0,4;0,483333333333333
"3253";"42004012008P9";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"4";9;8;7;18;0,5;0,444444444444444;0,388888888888889;0,444444444444444
"3254";"42004012009P5";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";3;2;4;17;0,176470588235294;0,117647058823529;0,235294117647059;0,176470588235294
"3255";"42004012010P3";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";13;9;9;24;0,541666666666667;0,375;0,375;0,430555555555556
"3256";"42004012011P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";8;7;7;15;0,533333333333333;0,466666666666667;0,466666666666667;0,488888888888889
"3257";"42004012012P6";"MEDICINA II";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";13;14;14;21;0,619047619047619;0,666666666666667;0,666666666666667;0,650793650793651
"3258";"42004012013P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";12;8;5;18;0,666666666666667;0,444444444444444;0,277777777777778;0,462962962962963
"3259";"42004012014P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";11;13;9;18;0,611111111111111;0,722222222222222;0,5;0,611111111111111
"3260";"42004012015P5";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";4;6;4;9;0,444444444444444;0,666666666666667;0,444444444444444;0,518518518518518
"3261";"42004012016P1";"QUÍMICA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";8;7;9;27;0,296296296296296;0,259259259259259;0,333333333333333;0,296296296296296
"3262";"42004012019P0";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";5;5;6;14;0,357142857142857;0,357142857142857;0,428571428571429;0,380952380952381
"3263";"42004012020P9";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";15;17;11;17;0,882352941176471;1;0,647058823529412;0,843137254901961
"3264";"42004012021P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";3;3;8;17;0,176470588235294;0,176470588235294;0,470588235294118;0,274509803921569
"3265";"42004012022P1";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";12;9;15;25;0,48;0,36;0,6;0,48
"3266";"42004012023P8";"HISTÓRIA";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";4;4;7;14;0,285714285714286;0,285714285714286;0,5;0,357142857142857
"3267";"42004012024P4";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";7;5;6;12;0,583333333333333;0,416666666666667;0,5;0,5
"3268";"42004012025P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";4;4;4;12;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
"3269";"42004012026P7";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";4;6;6;10;0,4;0,6;0,6;0,533333333333333
"3270";"42004012027P3";"DIREITO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";7;10;7;17;0,411764705882353;0,588235294117647;0,411764705882353;0,470588235294118
"3271";"42004012028P0";"ECONOMIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";1;4;2;9;0,111111111111111;0,444444444444444;0,222222222222222;0,259259259259259
"3272";"42004012156P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";7;5;6;14;0,5;0,357142857142857;0,428571428571429;0,428571428571429
"3273";"42004012157P4";NA;NA;NA;NA;NA;NA;6;4;5;8;0,75;0,5;0,625;0,625
"3274";"42004012158P0";NA;NA;NA;NA;NA;NA;5;5;8;10;0,5;0,5;0,8;0,6
"3275";"42005019002P7";"BIODIVERSIDADE";"PARTICULAR";"PRIVADA";1978;"ACADÊMICO";"6";12;9;4;16;0,75;0,5625;0,25;0,520833333333333
"3276";"42005019004P0";"FILOSOFIA";"PARTICULAR";"PRIVADA";1974;"ACADÊMICO";"6";6;6;11;13;0,461538461538462;0,461538461538462;0,846153846153846;0,58974358974359
"3277";"42005019005P6";"HISTÓRIA";"PARTICULAR";"PRIVADA";1973;"ACADÊMICO";"5";7;2;6;13;0,538461538461538;0,153846153846154;0,461538461538462;0,384615384615385
"3278";"42005019006P2";"PSICOLOGIA";"PARTICULAR";"PRIVADA";1972;"ACADÊMICO";"6";6;5;3;15;0,4;0,333333333333333;0,2;0,311111111111111
"3279";"42005019008P5";"SERVIÇO SOCIAL";"PARTICULAR";"PRIVADA";1977;"ACADÊMICO";"6";5;5;11;13;0,384615384615385;0,384615384615385;0,846153846153846;0,538461538461538
"3280";"42005019009P1";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";1970;"ACADÊMICO";"6";9;7;14;24;0,375;0,291666666666667;0,583333333333333;0,416666666666667
"3281";"42005019012P2";"TEOLOGIA";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"4";4;6;5;10;0,4;0,6;0,5;0,5
"3282";"42005019013P9";"DIREITO";"PARTICULAR";"PRIVADA";1988;"ACADÊMICO";"6";4;3;5;18;0,222222222222222;0,166666666666667;0,277777777777778;0,222222222222222
"3283";"42005019014P5";"MEDICINA I";"PARTICULAR";"PRIVADA";1993;"ACADÊMICO";"7";18;12;9;25;0,72;0,48;0,36;0,52
"3284";"42005019015P1";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";11;7;11;15;0,733333333333333;0,466666666666667;0,733333333333333;0,644444444444444
"3285";"42005019016P8";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"5";12;4;6;23;0,521739130434783;0,173913043478261;0,260869565217391;0,318840579710145
"3286";"42005019017P4";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"4";7;10;13;15;0,466666666666667;0,666666666666667;0,866666666666667;0,666666666666667
"3287";"42005019020P5";"MEDICINA II";"PARTICULAR";"PRIVADA";1995;"ACADÊMICO";"6";10;9;4;16;0,625;0,5625;0,25;0,479166666666667
"3288";"42005019021P1";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"6";12;9;8;17;0,705882352941177;0,529411764705882;0,470588235294118;0,568627450980392
"3289";"42005019022P8";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";6;6;2;17;0,352941176470588;0,352941176470588;0,117647058823529;0,274509803921569
"3290";"42005019023P4";"DIREITO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"5";9;5;6;17;0,529411764705882;0,294117647058824;0,352941176470588;0,392156862745098
"3291";"42005019025P7";"ENGENHARIAS II";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"5";12;10;8;19;0,631578947368421;0,526315789473684;0,421052631578947;0,526315789473684
"3292";"42005019026P3";"ENSINO";"PARTICULAR";"PRIVADA";2001;"ACADÊMICO";"4";7;8;7;10;0,7;0,8;0,7;0,733333333333333
"3293";"42005019027P0";"ECONOMIA";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";7;7;6;11;0,636363636363636;0,636363636363636;0,545454545454545;0,606060606060606
"3294";"42005019029P2";"CIÊNCIAS BIOLÓGICAS I";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"6";16;11;12;26;0,615384615384615;0,423076923076923;0,461538461538462;0,5
"3295";"42005019030P0";"SOCIOLOGIA";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";7;9;7;12;0,583333333333333;0,75;0,583333333333333;0,638888888888889
"3296";"42005019031P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"5";5;6;9;13;0,384615384615385;0,461538461538462;0,692307692307692;0,512820512820513
"3297";"42005019033P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";6;8;12;16;0,375;0,5;0,75;0,541666666666667
"3298";"42005019034P6";"BIOTECNOLOGIA";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";8;8;8;10;0,8;0,8;0,8;0,8
"3299";"42006015004P6";"MEDICINA I";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";9;6;6;16;0,5625;0,375;0,375;0,4375
"3300";"42006015005P2";"SERVIÇO SOCIAL";"PARTICULAR";"PRIVADA";2006;"ACADÊMICO";"4";8;8;7;11;0,727272727272727;0,727272727272727;0,636363636363636;0,696969696969697
"3301";"42006015008P1";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";6;6;3;13;0,461538461538462;0,461538461538462;0,230769230769231;0,384615384615385
"3302";"42006015009P8";"ENGENHARIAS IV";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";5;4;6;10;0,5;0,4;0,6;0,5
"3303";"42007011001P3";"HISTÓRIA";"PARTICULAR";"PRIVADA";1987;"ACADÊMICO";"5";3;4;7;12;0,25;0,333333333333333;0,583333333333333;0,388888888888889
"3304";"42007011002P0";"GEOCIÊNCIAS";"PARTICULAR";"PRIVADA";1992;"ACADÊMICO";"4";6;4;6;11;0,545454545454545;0,363636363636364;0,545454545454545;0,484848484848485
"3305";"42007011003P6";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"7";5;10;10;16;0,3125;0,625;0,625;0,520833333333333
"3306";"42007011004P2";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";1994;"ACADÊMICO";"6";11;10;15;16;0,6875;0,625;0,9375;0,75
"3307";"42007011005P9";"DIREITO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"6";6;5;5;20;0,3;0,25;0,25;0,266666666666667
"3308";"42007011006P5";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";2000;"ACADÊMICO";"4";5;4;8;12;0,416666666666667;0,333333333333333;0,666666666666667;0,472222222222222
