"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"FCDo";"CC";"CP";"IMI"
"1368";"32008015005P7";"DIREITO";"PARTICULAR";"PRIVADA";1997;"ACADÊMICO";"6";0,108333333333333;0,301724137931034;0,432971014492754;0,281009495252374
"1369";"32008015006P3";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";0,7;0,583333333333333;0,505;0,596111111111111
"1370";"32008015007P0";"SOCIOLOGIA";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"5";0,555555555555556;0,537240537240537;0,430128205128205;0,507641432641433
"1371";"32008015008P6";"BIODIVERSIDADE";"PARTICULAR";"PRIVADA";1998;"ACADÊMICO";"4";0,5;0,519145569620253;0,488194444444444;0,502446671354899
"1372";"32008015009P2";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";0,41025641025641;0,429487179487179;0,465555555555556;0,435099715099715
"1373";"32008015011P7";"CIÊNCIA DA COMPUTAÇÃO";"PARTICULAR";"PRIVADA";2005;"ACADÊMICO";"4";0,393939393939394;0,529194078947368;0,351388888888889;0,42484078725855
"1374";"32008015012P3";"PSICOLOGIA";"PARTICULAR";"PRIVADA";2004;"ACADÊMICO";"4";0,466666666666667;0,532222222222222;0,451666666666667;0,483518518518519
"1375";"32008015013P0";"ENSINO";"PARTICULAR";"PRIVADA";2005;"PROFISSIONAL";"4";0,743589743589744;0,557539682539683;0,526190476190476;0,609106634106634
"1376";"32008015014P6";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";1999;"PROFISSIONAL";"4";0,472222222222222;0,4125;0,474509803921569;0,45307734204793
"1377";"32008015015P2";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";0,523809523809524;0,477600327600328;0,544117647058823;0,515175832822892
"1378";"32008015016P9";"COMUNICAÇÃO E INFORMAÇÃO";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";0,833333333333333;0,615384615384615;0,445;0,631239316239316
"1379";"32008015017P5";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"5";0,58974358974359;0,471458219303047;0,440625;0,500608936348879
"1380";"32008015019P8";"TEOLOGIA";"PARTICULAR";"PRIVADA";2008;"ACADÊMICO";"4";0,533333333333333;0,570833333333333;0,429545454545455;0,511237373737374
"1381";"32009011003P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";0,769230769230769;0,555555555555556;0,508333333333333;0,611039886039886
"1382";"32010010002P2";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,5;0,418939393939394;0,498913043478261;0,472617479139218
"1383";"32010010003P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,375;0,457203815261044;0,339035087719298;0,390412967660114
"1384";"32010010004P5";"QUÍMICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,355555555555556;0,53280998389694;0,435087719298246;0,441151086250247
"1385";"32010010006P8";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,256410256410256;0,365220057720058;0,382777777777778;0,334802697302697
"1386";"32010010007P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,695652173913043;0,517914614121511;0,573333333333333;0,595633373789296
"1387";"32010010008P0";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,722222222222222;0,513333333333333;0,477631578947368;0,571062378167641
"1388";"32010010009P7";"FARMÁCIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,571428571428572;0,543478260869565;0,542592592592593;0,55249980829691
"1389";"32010010011P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,615384615384615;0,583333333333333;0,440833333333333;0,546517094017094
"1390";"32010010012P8";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,628571428571429;0,611111111111111;0,457142857142857;0,565608465608466
"1391";"32010010013P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,753086419753086;0,994444444444444;0,542261904761905;0,763264256319812
"1392";"32010010040P1";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,696969696969697;0,676630434782609;0,530128205128205;0,634576112293504
"1393";"32010010041P8";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,509803921568628;0,369907407407407;0,525;0,468237109658678
"1394";"32010010044P7";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,58974358974359;0,666666666666667;0,497435897435897;0,584615384615385
"1395";"32011016003P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,53968253968254;0,515873015873016;0,550666666666667;0,535407407407407
"1396";"32011016004P8";"QUÍMICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,372549019607843;0,449673202614379;0,486594202898551;0,436272141706924
"1397";"32011016005P4";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,526315789473684;0,531917735042735;0,468253968253968;0,508829164256796
"1398";"32011016006P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,392156862745098;0,532051282051282;0,550724637681159;0,491644260825847
"1399";"32011016007P7";"MEDICINA II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,62962962962963;0,524122807017544;0,465625;0,539792478882391
"1400";"32011016008P3";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,638888888888889;0,493264804352375;0,367948717948718;0,500034137063327
"1401";"32011016009P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,333333333333333;0,558333333333333;0,44780701754386;0,446491228070175
"1402";"32011016010P8";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,149425287356322;0,547772988505747;0,457575757575758;0,384924677812609
"1403";"32011016011P4";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,666666666666667;0,537139855942377;0,512777777777778;0,572194766795607
"1404";"32011016012P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,549019607843137;0,75;0,525490196078431;0,608169934640523
"1405";"32011016013P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,466666666666667;0,675189393939394;0,500757575757576;0,547537878787879
"1406";"32011016015P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,473684210526316;0,676190476190476;0,41875;0,522874895572264
"1407";"32011016040P4";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,627450980392157;0,557371096586783;0,491228070175439;0,558683382384793
"1408";"32011016041P0";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,395833333333333;0,590909090909091;0,469117647058824;0,485286690433749
"1409";"32011016042P7";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,555555555555556;0,56571645021645;0,638888888888889;0,586720298220298
"1410";"32012012001P5";"MEDICINA II";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"4";0,530864197530864;0,501442307692308;0,538095238095238;0,523467247772803
"1411";"32012012004P4";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,41025641025641;0,445899091343855;0,51;0,455385167200088
"1412";"32012012005P0";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,633333333333333;0,518987341772152;0,53531746031746;0,562546045140982
"1413";"32012012007P3";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,549019607843137;0,445833333333333;0,583333333333333;0,526062091503268
"1414";"32012012008P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,743589743589744;0,625;0,468229166666667;0,61227297008547
"1415";"32012012009P6";"MATERIAIS";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,714285714285714;0,554271708683473;0,484895833333333;0,584484418767507
"1416";"32012012070P7";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,533333333333333;0,607769423558897;0,438888888888889;0,52666388192704
"1417";"32012012170P1";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,529411764705882;0,599275362318841;0,52280701754386;0,550498048189528
"1418";"32012012171P8";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,833333333333333;0,7;0,509895833333333;0,681076388888889
"1419";"32014015001P8";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"4";0,372549019607843;0,315009337068161;0,405952380952381;0,364503579209462
"1420";"32014015002P4";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,755555555555556;0,619047619047619;0,417916666666667;0,597506613756614
"1421";"32014015003P0";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2007;"PROFISSIONAL";"4";0,511111111111111;0,59375;0,505392156862745;0,536751089324619
"1422";"32014015004P7";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"5";0,682539682539682;0,489260912698413;0,455952380952381;0,542584325396825
"1423";"32014015005P3";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,333333333333333;0,454237891737892;0,299019607843137;0,362196944304787
"1424";"32014015006P0";"BIODIVERSIDADE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,450980392156863;0,503267973856209;0,366666666666667;0,440305010893246
"1425";"32014015007P6";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,5;0,638888888888889;0,425;0,521296296296296
"1426";"32014015008P2";"HISTÓRIA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,393939393939394;0,575396825396825;0,405555555555556;0,458297258297258
"1427";"32014015009P9";"BIOTECNOLOGIA";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,611111111111111;0,526127152988855;0,515350877192982;0,55086304709765
"1428";"32014015010P7";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";0,692307692307692;0,558333333333333;0,576041666666667;0,608894230769231
"1429";"32014015011P3";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,212121212121212;0,468915343915344;0,333974358974359;0,338336971670305
"1430";"32014015101P2";"ECONOMIA";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"3";0,5;0,575757575757576;0,447222222222222;0,507659932659933
"1431";"32016018001P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"PARTICULAR";"PRIVADA";2002;"ACADÊMICO";"4";0,512820512820513;0,508333333333333;0,377380952380952;0,466178266178266
"1432";"32016018002P7";"CIÊNCIAS AGRÁRIAS I";"PARTICULAR";"PRIVADA";2006;"PROFISSIONAL";"4";0,5;0,472222222222222;0,448809523809524;0,473677248677249
"1433";"32016018003P3";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";0,472222222222222;0,541666666666667;0,385555555555556;0,466481481481482
"1434";"32016018005P6";"CIÊNCIAS AGRÁRIAS I";"PARTICULAR";"PRIVADA";2016;"ACADÊMICO";"4";0,523809523809524;0,427214912280702;0,427083333333333;0,45936925647452
"1435";"32018010001P3";"MATERIAIS";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";0,520833333333333;0,616666666666667;0,413636363636364;0,517045454545455
"1436";"32018010002P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";0,5;0,715625;0,419583333333333;0,545069444444444
"1437";"32018010003P6";"HISTÓRIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,458333333333333;0,543650793650794;0,440740740740741;0,480908289241623
"1438";"32018010004P2";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,333333333333333;0,584375;0,447083333333333;0,454930555555556
"1439";"32018010005P9";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,45;0,545350609756098;0,444333333333333;0,479894647696477
"1440";"32018010006P5";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,571428571428572;0,75;0,482142857142857;0,601190476190476
"1441";"32018010007P1";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,159420289855072;0,531364636830521;1;0,563594975561864
"1442";"32018010008P8";"MEDICINA II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,650793650793651;0,509691232814965;0,45;0,536828294536205
"1443";"32018010009P4";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";0,769230769230769;0,571225071225071;0,594607843137255;0,645021227864365
"1444";"32018010010P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,784313725490196;0,6125;0,4475;0,614771241830065
"1445";"32018010011P9";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";0,62962962962963;0,501045688545689;0,523550724637681;0,551408680937666
"1446";"32018010012P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,666666666666667;0,579545454545455;0,479166666666667;0,575126262626263
"1447";"32018010013P1";"FARMÁCIA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";0,625;0,533411033411033;0,445486111111111;0,534632381507382
"1448";"32018010014P8";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,4375;0,417301587301587;0,566176470588235;0,473659352629941
"1449";"32018010015P4";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,512820512820513;0,635714285714286;0,369444444444444;0,505993080993081
"1450";"32018010016P0";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,422222222222222;0,590277777777778;0,364166666666667;0,458888888888889
"1451";"32018010040P9";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";0,512820512820513;0,641666666666667;0,487745098039216;0,547410759175465
"1452";"32020015002P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,391304347826087;0,492063492063492;1;0,627789279963193
"1453";"32020015007P2";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,592592592592593;0,579545454545455;1;0,724046015712682
"1454";"32021011002P7";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2003;"ACADÊMICO";"3";0,809523809523809;0,638888888888889;0,44;0,629470899470899
"1455";"32025017001P6";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,611111111111111;0,581395348837209;0,416025641025641;0,53617736699132
"1456";"32025017003P9";"ARTES / MÚSICA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"4";0,833333333333333;0,65;0,386458333333333;0,623263888888889
"1457";"32036019001P4";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";1999;"ACADÊMICO";"3";0,644444444444444;0,555555555555556;0,497549019607843;0,565849673202614
"1458";"32036019002P0";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";0,538461538461538;0,408333333333333;0,496666666666667;0,481153846153846
"1459";"32036019003P7";"MEDICINA VETERINÁRIA";"PARTICULAR";"PRIVADA";2011;"ACADÊMICO";"3";0,583333333333333;0,545833333333333;0,449404761904762;0,526190476190476
"1460";"32036019005P0";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";0,512820512820513;0,604761904761905;0,544047619047619;0,553876678876679
"1461";"32053010001P9";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"4";0,407407407407407;0,568404118404118;0,441666666666667;0,472492730826064
"1462";"32053010002P5";"DIREITO";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"3";0,242424242424242;0,538911290322581;0,412121212121212;0,397818914956012
"1463";"32053010004P8";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";0,820512820512821;0,528801843317972;0,507738095238095;0,619017586356296
"1464";"32053010005P4";"ENGENHARIAS I";"PARTICULAR";"PRIVADA";2014;"PROFISSIONAL";"3";0,545454545454546;0,58608630952381;0,403030303030303;0,511523719336219
"1465";"32065019001P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2000;"PROFISSIONAL";"3";0,857142857142857;0,771701388888889;1;0,876281415343915
"1466";"32069014001P9";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,434782608695652;0,58;0,75;0,588260869565217
"1467";"32073011001P2";"LETRAS / LINGUÍSTICA";"PARTICULAR";"PRIVADA";2010;"ACADÊMICO";"4";0,479166666666667;0,635978835978836;0,459375;0,524840167548501
"1468";"32073011002P9";"EDUCAÇÃO";"PARTICULAR";"PRIVADA";2013;"ACADÊMICO";"3";0,606060606060606;0,807765151515151;0,467222222222222;0,627015993265993
"1469";"32073011003P5";"MEDICINA III";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"4";0,666666666666667;0,500110815602837;0,5625;0,576425827423168
"1470";"33001014001P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"5";0,256410256410256;0,426659547539946;0,335488505747126;0,339519436565776
"1471";"33001014002P6";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1978;"ACADÊMICO";"6";0,358024691358025;0,528996865203762;0,413978494623656;0,433666683728481
"1472";"33001014003P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";1976;"ACADÊMICO";"4";0,308641975308642;0,479410173160173;0,467792792792793;0,418614980420536
"1473";"33001014004P9";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1979;"ACADÊMICO";"7";0,477777777777778;0,443110221095296;0,532857142857143;0,484581713910072
"1474";"33001014005P5";"QUÍMICA";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"7";0,220125786163522;0,518181818181818;0,457942708333333;0,398750104226225
"1475";"33001014006P1";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";1982;"ACADÊMICO";"7";0,333333333333333;0,29;0,457738095238095;0,360357142857143
"1476";"33001014007P8";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";0,166666666666667;0,425833333333333;0,581981981981982;0,391493993993994
"1477";"33001014008P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"4";0,295238095238095;0,512626262626263;0,424031007751938;0,410631788538765
"1478";"33001014010P9";"FILOSOFIA";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,166666666666667;0,5;0,418253968253968;0,361640211640212
"1479";"33001014011P5";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"5";0,142857142857143;0,459558823529412;0,515046296296296;0,372487420894284
"1480";"33001014013P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"4";0,508771929824561;0,513977730395641;0,345175438596491;0,455975032938898
"1481";"33001014015P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";0,614035087719298;0,535714285714286;0,380448717948718;0,510066030460767
"1482";"33001014016P7";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"6";0,371794871794872;0,287390435835351;0,63010752688172;0,429764278170648
"1483";"33001014018P0";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";0,333333333333333;0,469806763285024;0,372916666666667;0,392018921095008
"1484";"33001014020P4";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";0,681818181818182;0,75;0,492892156862745;0,641570112893642
"1485";"33001014021P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";0,294871794871795;0,6875;0,519354838709677;0,500575544527157
"1486";"33001014022P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";0,714285714285714;0,56;0,499561403508772;0,591282372598162
"1487";"33001014023P3";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"5";0,333333333333333;0,489516129032258;0,364705882352941;0,395851781572844
"1488";"33001014025P6";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"6";0,444444444444444;0,533039858039858;0,401449275362319;0,459644525948874
"1489";"33001014026P2";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,512820512820513;0,5625;0,414583333333333;0,496634615384615
"1490";"33001014027P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,783333333333333;0,551724137931034;0,495238095238095;0,610098522167488
"1491";"33001014028P5";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";0,388888888888889;0,473440170940171;0,416346153846154;0,426225071225071
"1492";"33001014030P0";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";0,636363636363636;0,599759615384615;0,456944444444444;0,564355898730899
"1493";"33001014031P6";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"5";0,421052631578947;0,404761904761905;0,359027777777778;0,394947438039543
"1494";"33001014032P2";"MATERIAIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";0,606060606060606;0,539203612479475;0,381547619047619;0,5089372791959
"1495";"33001014034P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,611111111111111;0,564102564102564;0,363541666666667;0,512918447293447
"1496";"33001014035P1";"ECONOMIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,444444444444444;0,692307692307692;0,292708333333333;0,476486823361823
"1497";"33001014036P8";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";0,288888888888889;0,455;0,599074074074074;0,447654320987654
"1498";"33001014037P4";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"5";0,397849462365591;0,464166666666667;0,478494623655914;0,446836917562724
"1499";"33001014038P0";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,743589743589744;0,980263157894737;0,454761904761905;0,726204935415462
"1500";"33001014039P7";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,58974358974359;0,604166666666667;0,483974358974359;0,559294871794872
"1501";"33001014040P5";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";0,738095238095238;0,582153690596562;0,420175438596491;0,580141455762764
"1502";"33001014041P1";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";0,568627450980392;0,548385565052232;0,3825;0,499837672010875
"1503";"33001014042P8";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,458333333333333;0,548387096774194;0,480769230769231;0,495829886958919
"1504";"33001014043P4";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,533333333333333;0,630128205128205;0,361742424242424;0,508401320901321
"1505";"33001014044P0";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";0,533333333333333;0,575790229885057;0,363888888888889;0,491004150702427
"1506";"33001014045P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,316666666666667;0,582466063348416;0,40297619047619;0,434036306830424
"1507";"33001014046P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,56;0,563911472448058;0,445138888888889;0,523016787112316
"1508";"33001014047P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";0,594202898550725;0,617315182245738;0,430902777777778;0,547473619524747
"1509";"33001014048P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,421052631578947;0,529699248120301;0,427272727272727;0,459341535657325
"1510";"33001014049P2";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";0,444444444444444;0,612554112554113;0,345098039215686;0,467365532071414
"1511";"33001014050P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";0,590909090909091;0,603703703703704;0,359782608695652;0,518131801102816
"1512";"33001014051P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";0,476190476190476;0,584349593495935;0,506770833333333;0,522436967673248
"1513";"33001014052P3";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";0,666666666666667;0,625;0,395;0,562222222222222
"1514";"33002010001P6";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";0,312280701754386;0,48228517848771;0,417700729927007;0,404088870056368
"1515";"33002010002P2";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";0,162162162162162;0,33067286036036;0,507066666666667;0,333300563063063
"1516";"33002010003P9";"ENSINO";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"5";0,333333333333333;0,483333333333333;0,531851851851852;0,449506172839506
"1517";"33002010004P5";"ASTRONOMIA / FÍSICA";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"7";0,178571428571429;0,440821256038647;0,374107142857143;0,33116660915574
