"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QPPP";"SPPAP";"QPPr";"QPA";"iQPP";"iQPPr";"iQPA";"IPT"
"1768";"32011016005P4";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";19;0;0;2;0;0;0,105263157894737;0,0350877192982456
"1769";"32011016006P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";17;1;0;0;0,0588235294117647;0;0;0,0196078431372549
"1770";"32011016007P7";"MEDICINA II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";18;1;0;0;0,0555555555555556;0;0;0,0185185185185185
"1771";"32011016008P3";"ENGENHARIAS II";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"1772";"32011016009P0";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";18;1;0;0;0,0555555555555556;0;0;0,0185185185185185
"1773";"32011016010P8";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";29;3;0;0;0,103448275862069;0;0;0,0344827586206897
"1774";"32011016011P4";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";13;1;0;0;0,0769230769230769;0;0;0,0256410256410256
"1775";"32011016012P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";17;0;0;1;0;0;0,0588235294117647;0,0196078431372549
"1776";"32011016013P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";10;0;0;1;0;0;0,1;0,0333333333333333
"1777";"32011016014P3";"HISTÓRIA";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"3";17;0;0;0;0;0;0;0
