"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"QPPP";"SPPAP";"QPPr";"QPA";"iQPP";"iQPPr";"iQPA";"IPT"
"129";"15001016059P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";15;1;1;0;0,0666666666666667;0,0666666666666667;0;0,0444444444444444
"130";"15001016060P5";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";18;0;2;0;0;0,111111111111111;0;0,037037037037037
"131";"15001016061P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";22;0;0;0;0;0;0;0
"132";"15001016062P8";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"133";"15001016063P4";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";13;1;0;0;0,0769230769230769;0;0;0,0256410256410256
"134";"15001016064P0";"MEDICINA II";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";23;0;0;0;0;0;0;0
"135";"15001016065P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";15;0;0;0;0;0;0;0
"136";"15001016066P3";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"137";"15001016067P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";22;0;0;0;0;0;0;0
"138";"15001016068P6";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";18;5;0;3;0,277777777777778;0;0,166666666666667;0,148148148148148
"139";"15001016069P2";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";9;0;0;1;0;0;0,111111111111111;0,037037037037037
"140";"15001016070P0";"FILOSOFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";9;0;0;0;0;0;0;0
"141";"15001016071P7";"MEDICINA I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";22;0;0;3;0;0;0,136363636363636;0,0454545454545454
"142";"15001016072P3";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";15;0;0;0;0;0;0;0
"143";"15001016073P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";14;1;0;0;0,0714285714285714;0;0;0,0238095238095238
"144";"15001016075P2";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";17;5;0;0;0,294117647058824;0;0;0,0980392156862745
"145";"15001016076P9";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";14;5;5;0;0,357142857142857;0,357142857142857;0;0,238095238095238
"146";"15001016077P5";"CIÊNCIAS BIOLÓGICAS I";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";20;0;5;0;0;0,25;0;0,0833333333333333
"147";"15001016078P1";"ENSINO";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";23;0;3;1;0;0,130434782608696;0,0434782608695652;0,0579710144927536
"148";"15001016079P8";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";12;1;0;0;0,0833333333333333;0;0;0,0277777777777778
"149";"15001016080P6";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";10;1;0;0;0,1;0;0;0,0333333333333333
"150";"15001016081P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"151";"15001016082P9";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"152";"15001016084P1";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";16;0;2;0;0;0,125;0;0,0416666666666667
"153";"15001016085P8";"ENGENHARIAS III";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";10;1;0;0;0,1;0;0;0,0333333333333333
"154";"15001016086P4";"FARMÁCIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";17;3;0;0;0,176470588235294;0;0;0,0588235294117647
"155";"15001016087P0";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";18;0;0;0;0;0;0;0
"156";"15001016088P7";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";14;0;1;0;0;0,0714285714285714;0;0,0238095238095238
"157";"15001016089P3";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";22;0;0;0;0;0;0;0
"158";"15001016090P1";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";13;0;0;0;0;0;0;0
"159";"15001016091P8";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"160";"15001016092P4";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";11;0;0;5;0;0;0,454545454545455;0,151515151515152
"161";"15001016156P2";NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"162";"15001016157P9";NA;NA;NA;NA;NA;NA;19;0;0;0;0;0;0;0
"163";"15001016158P5";NA;NA;NA;NA;NA;NA;8;0;0;0;0;0;0;0
"164";"15001016159P1";NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"165";"15001016160P0";NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"166";"15002012001P5";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";18;0;0;0;0;0;0;0
"167";"15002012004P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"168";"15002012005P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"169";"15002012006P7";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"170";"15002012007P3";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";11;1;0;0;0,0909090909090909;0;0;0,0303030303030303
"171";"15002012008P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";12;0;0;2;0;0;0,166666666666667;0,0555555555555556
"172";"15002012009P6";NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"173";"15004015004P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";9;0;1;0;0;0,111111111111111;0;0,037037037037037
"174";"15004015005P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";12;0;1;0;0;0,0833333333333333;0;0,0277777777777778
"175";"15004015006P0";"INTERDISCIPLINAR";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"176";"15004015007P6";"DIREITO";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"177";"15006018001P0";"EDUCAÇÃO";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"178";"15006018002P7";"CIÊNCIAS BIOLÓGICAS III";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";20;0;3;0;0;0,15;0;0,05
"179";"15006018003P3";"ENFERMAGEM";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";18;1;0;0;0,0555555555555556;0;0;0,0185185185185185
"180";"15006018004P0";"TEOLOGIA";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";9;0;0;0;0;0;0;0
"181";"15006018005P6";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"182";"15006018006P2";"ENSINO";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";15;0;3;2;0;0,2;0,133333333333333;0,111111111111111
"183";"15006018007P9";"MEDICINA III";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";14;0;1;0;0;0,0714285714285714;0;0,0238095238095238
"184";"15006018008P5";"ENSINO";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";11;0;0;3;0;0;0,272727272727273;0,0909090909090909
"185";"15010015001P4";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";12;0;2;0;0;0,166666666666667;0;0,0555555555555556
"186";"15010015002P0";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";19;1;1;0;0,0526315789473684;0,0526315789473684;0;0,0350877192982456
"187";"15010015003P7";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";19;1;0;0;0,0526315789473684;0;0;0,0175438596491228
"188";"15010015004P3";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";19;2;0;0;0,105263157894737;0;0;0,0350877192982456
"189";"15010015005P0";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"190";"15010015070P6";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";17;1;0;0;0,0588235294117647;0;0;0,0196078431372549
"191";"15010015071P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"192";"15010015072P9";NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;0
"193";"15012018001P7";"CIÊNCIAS BIOLÓGICAS III";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"4";19;0;3;2;0;0,157894736842105;0,105263157894737;0,087719298245614
"194";"15013014001P3";"DIREITO";"PARTICULAR";"PRIVADA";2012;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"195";"15013014002P0";"ENSINO";"PARTICULAR";"PRIVADA";2015;"PROFISSIONAL";"3";11;0;0;0;0;0;0;0
"196";"15013014003P6";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2016;"PROFISSIONAL";"3";12;0;0;0;0;0;0;0
"197";"15021017001P2";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";12;0;0;2;0;0;0,166666666666667;0,0555555555555556
"198";"15024016001P1";"CIÊNCIAS AMBIENTAIS";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";24;2;0;4;0,0833333333333333;0;0,166666666666667;0,0833333333333333
"199";"15025012001P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;0;0;1;0;0;0,0714285714285714;0,0238095238095238
"200";"15025012070P0";NA;NA;NA;NA;NA;NA;15;0;0;0;0;0;0;0
"201";"15025012071P6";NA;NA;NA;NA;NA;NA;11;0;0;0;0;0;0;0
"202";"15025012072P2";NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"203";"15027007039P2";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"204";"16003012001P4";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";17;0;0;0;0;0;0;0
"205";"16003012002P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";13;0;0;1;0;0;0,0769230769230769;0,0256410256410256
"206";"16003012003P7";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";16;3;3;0;0,1875;0,1875;0;0,125
"207";"16003012004P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";16;0;0;1;0;0;0,0625;0,0208333333333333
"208";"16003012005P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";10;3;0;0;0,3;0;0;0,1
"209";"16003012006P6";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"210";"16003012007P2";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2007;"PROFISSIONAL";"3";13;3;1;1;0,230769230769231;0,0769230769230769;0,0769230769230769;0,128205128205128
"211";"16003012008P9";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";19;0;0;0;0;0;0;0
"212";"16003012009P5";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"213";"16003012010P3";"ENGENHARIAS I";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";9;2;0;1;0,222222222222222;0;0,111111111111111;0,111111111111111
"214";"16003012012P6";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";13;4;0;0;0,307692307692308;0;0;0,102564102564103
"215";"16003012013P2";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";7;0;0;0;0;0;0;0
"216";"16003012014P9";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";11;0;0;8;0;0;0,727272727272727;0,242424242424242
"217";"16003012015P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";13;0;0;1;0;0;0,0769230769230769;0,0256410256410256
"218";"16003012016P1";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";12;2;2;4;0,166666666666667;0,166666666666667;0,333333333333333;0,222222222222222
"219";"16003012017P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";14;0;0;2;0;0;0,142857142857143;0,0476190476190476
"220";"16003012156P8";"MEDICINA VETERINÁRIA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"221";"16003012157P4";"ENSINO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";13;0;0;4;0;0;0,307692307692308;0,102564102564103
"222";"16003012158P0";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"223";"16003012159P7";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";28;0;0;3;0;0;0,107142857142857;0,0357142857142857
"224";"16003012160P5";NA;NA;NA;NA;NA;NA;15;0;0;0;0;0;0;0
"225";"16003012161P1";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"226";"16003012171P7";NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"227";"16003012172P3";NA;NA;NA;NA;NA;NA;10;0;0;0;0;0;0;0
"228";"20001010003P6";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"6";20;0;0;0;0;0;0;0
"229";"20001010004P2";"QUÍMICA";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";15;5;0;0;0,333333333333333;0;0;0,111111111111111
"230";"20001010005P9";"ENGENHARIAS IV";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";16;0;0;0;0;0;0;0
"231";"20001010006P5";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"3";15;3;0;0;0,2;0;0;0,0666666666666667
"232";"20001010008P8";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"233";"20001010009P4";"MEDICINA I";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";31;11;5;0;0,354838709677419;0,161290322580645;0;0,172043010752688
"234";"20001010011P9";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"235";"20001010012P5";"BIODIVERSIDADE";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"3";18;7;0;1;0,388888888888889;0;0,0555555555555556;0,148148148148148
"236";"20001010013P1";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"237";"20001010015P4";"SAÚDE COLETIVA";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";12;0;0;0;0;0;0;0
"238";"20001010019P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"239";"20001010020P8";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";19;0;0;0;0;0;0;0
"240";"20001010021P4";"ECONOMIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"241";"20001010022P0";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"242";"20001010023P7";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"4";11;7;0;0;0,636363636363636;0;0;0,212121212121212
"243";"20001010024P3";"HISTÓRIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"244";"20001010025P0";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"245";"20001010026P6";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";12;1;0;0;0,0833333333333333;0;0;0,0277777777777778
"246";"20001010027P2";"PSICOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"247";"20001010028P9";"ARQUITETURA, URBANISMO E DESIGN";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";11;1;0;1;0,0909090909090909;0;0,0909090909090909;0,0606060606060606
"248";"20001010029P5";"DIREITO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"249";"20001010031P0";"MATERIAIS";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";14;1;0;0;0,0714285714285714;0;0;0,0238095238095238
"250";"20001010032P6";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"251";"20001010041P5";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";19;0;0;0;0;0;0;0
"252";"20001010042P1";"GEOCIÊNCIAS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"253";"20001010043P8";"EDUCAÇÃO FÍSICA";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";16;1;0;0;0,0625;0;0;0,0208333333333333
"254";"20002017001P0";"CIÊNCIAS AGRÁRIAS I";"ESTADUAL";"PÚBLICA";1996;"ACADÊMICO";"4";13;0;0;0;0;0;0;0
"255";"20002017002P6";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"256";"20002017003P2";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"257";"20002017004P9";"CIÊNCIA DA COMPUTAÇÃO";"ESTADUAL";"PÚBLICA";2011;"PROFISSIONAL";"3";14;1;0;4;0,0714285714285714;0;0,285714285714286;0,119047619047619
"258";"20002017005P5";"MEDICINA VETERINÁRIA";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";15;0;1;0;0;0,0666666666666667;0;0,0222222222222222
"259";"20002017007P8";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";13;0;0;1;0;0;0,0769230769230769;0,0256410256410256
"260";"20002017008P4";"HISTÓRIA";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";16;0;0;0;0;0;0;0
"261";"20002017009P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";11;0;0;0;0;0;0;0
"262";"20002017010P9";"INTERDISCIPLINAR";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";16;0;0;0;0;0;0;0
"263";"20002017039P7";"GEOGRAFIA";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";13;0;0;0;0;0;0;0
"264";"20002017040P5";"LETRAS / LINGUÍSTICA";"ESTADUAL";"PÚBLICA";2016;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"265";"20002017041P1";NA;NA;NA;NA;NA;NA;16;0;0;0;0;0;0;0
"266";"20009011001P4";"ODONTOLOGIA";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";14;2;0;0;0,142857142857143;0;0;0,0476190476190476
"267";"20009011003P7";"SAÚDE COLETIVA";"PARTICULAR";"PRIVADA";2013;"PROFISSIONAL";"3";13;0;0;0;0;0;0;0
"268";"20009011040P0";NA;NA;NA;NA;NA;NA;17;0;0;0;0;0;0;0
"269";"21001014001P6";"EDUCAÇÃO";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";25;0;0;0;0;0;0;0
"270";"21001014002P2";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";20;2;0;1;0,1;0;0,05;0,05
"271";"21001014003P9";"QUÍMICA";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";26;17;0;0;0,653846153846154;0;0;0,217948717948718
"272";"21001014004P5";"CIÊNCIAS AMBIENTAIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"3";16;4;0;0;0,25;0;0;0,0833333333333333
"273";"21001014005P1";"SERVIÇO SOCIAL";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";14;0;0;0;0;0;0;0
"274";"21001014007P4";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";15;0;1;0;0;0,0666666666666667;0;0,0222222222222222
"275";"21001014008P0";"LETRAS / LINGUÍSTICA";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";20;0;2;2;0;0,1;0,1;0,0666666666666667
"276";"21001014009P7";"HISTÓRIA";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"277";"21001014011P1";"INTERDISCIPLINAR";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";21;1;0;0;0,0476190476190476;0;0;0,0158730158730159
"278";"21001014012P8";"ENFERMAGEM";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";15;0;0;0;0;0;0;0
"279";"21001014013P4";"CIÊNCIAS BIOLÓGICAS II";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"3";11;6;0;0;0,545454545454545;0;0;0,181818181818182
"280";"21001014014P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";9;0;0;0;0;0;0;0
"281";"21001014015P7";"FILOSOFIA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"282";"21001014016P3";"ASTRONOMIA / FÍSICA";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"283";"21001014017P0";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"284";"21001014018P6";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";10;0;0;0;0;0;0;0
"285";"21001014019P2";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";12;0;0;1;0;0;0,0833333333333333;0,0277777777777778
"286";"21001014020P0";"CIÊNCIA DE ALIMENTOS";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";18;5;0;0;0,277777777777778;0;0;0,0925925925925926
"287";"21001014021P7";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";19;0;0;0;0;0;0;0
"288";"21001014022P3";"FARMÁCIA";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";17;12;11;3;0,705882352941177;0,647058823529412;0,176470588235294;0,509803921568628
"289";"21001014023P0";"CIÊNCIAS AGRÁRIAS I";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";13;0;1;0;0;0,0769230769230769;0;0,0256410256410256
"290";"21001014024P6";"MATERIAIS";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";18;16;4;0;0,888888888888889;0,222222222222222;0;0,37037037037037
"291";"21001014025P2";"BIOTECNOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";16;12;1;10;0,75;0,0625;0,625;0,479166666666667
"292";"21001014026P9";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";12;0;0;0;0;0;0;0
"293";"21001014027P5";"GEOGRAFIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";15;0;0;0;0;0;0;0
"294";"21001014028P1";"ODONTOLOGIA";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";14;0;0;0;0;0;0;0
"295";"21001014029P8";"ZOOTECNIA / RECURSOS PESQUEIROS";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";9;1;0;0;0,111111111111111;0;0;0,037037037037037
"296";"21001014030P6";"SOCIOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";17;0;0;0;0;0;0;0
"297";"21001014031P2";"CIÊNCIA DA COMPUTAÇÃO";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";14;0;0;9;0;0;0,642857142857143;0,214285714285714
"298";"21001014032P9";"ANTROPOLOGIA / ARQUEOLOGIA";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";18;0;0;0;0;0;0;0
"299";"21001014033P5";"COMUNICAÇÃO E INFORMAÇÃO";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";10;0;1;0;0;0,1;0;0,0333333333333333
